total_cards,created_at,release_channel,user_id,stars,active_modifiers,passed,time_seconds,game_version,session_id,cards_failed,level_number,end_reason,player_id,mode,stage_name,cards_failed_count,rounds,id,session_doc_id,site_host
1,2026-03-04T07:16:18.705000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.3,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'text', 'card_type': 'colors', 'prompt_target': 'Text', 'actual': 'b', 'expected': 'Pink'}]",7,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.3, 'round_number': 1, 'level_number': 7}]",GG0g9RDmohmrid3Zqfkh,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:27:52.675000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.35,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'NW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.38, 'round_number': 1, 'level_number': 27}]",Gt1XNJ8v48CySGVgJxvE,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:29:06.852000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.36,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'NW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.36, 'round_number': 1, 'level_number': 27}]",GyrNoF2QTBNkJtVHjNgb,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:26:24.748000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.3,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '↓→', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.34, 'round_number': 1, 'level_number': 27}]",H0YaINOUVsIFYBcaxKX9,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:26:39.844000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.36, 'round_number': 1, 'level_number': 27}]",H6EX9N0bQ9LTWZuzD4jM,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:29:41.636000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.33, 'round_number': 1, 'level_number': 27}]",H9TBKPUBzAYOlKHxlJJ7,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:29:35.982000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.3,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '↓→', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.32, 'round_number': 1, 'level_number': 27}]",HC3Yu74hWJSaISw5GDqe,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:23:26.619000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.86,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': 'blank', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.9, 'round_number': 1, 'level_number': 27}]",HMw7NahTUdiYOmFPOzv7,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:16:47.202000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.21,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'direction', 'card_type': 'directions', 'prompt_target': 'Direction', 'actual': 'b', 'expected': 'Up'}]",6,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.24, 'round_number': 1, 'level_number': 6}]",HQa83KIl6dyFHi6nTmzm,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:20:43.363000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,1.06,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'text', 'card_type': 'colors', 'prompt_target': 'Text', 'actual': 'po', 'expected': 'Orange'}]",21,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 1.07, 'round_number': 1, 'level_number': 21}]",HQswTZdbVpRT1JAZ9bBz,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:25:57.163000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,1.24,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '↓→', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': True, 'mode': 'stages', 'time_spent': 1.32, 'round_number': 1, 'level_number': 27}, {'passed': True, 'mode': 'stages', 'time_spent': 1.32, 'round_number': 2, 'level_number': 27}, {'passed': False, 'mode': 'stages', 'time_spent': 0.4, 'round_number': 3, 'level_number': 27}]",HSALj0jdtoRmzP7qUBYs,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:27:36.019000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,1.1,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '↑↑', 'expected': 'NW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': True, 'mode': 'stages', 'time_spent': 1.33, 'round_number': 1, 'level_number': 27}, {'passed': False, 'mode': 'stages', 'time_spent': 0.67, 'round_number': 2, 'level_number': 27}]",HgVb6rdGMio3LGTfiLSj,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
2,2026-03-04T07:31:04.573000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,1.31,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '←', 'expected': 'SW'}, {'position': 2, 'hint_type': 'direction', 'card_type': 'directions', 'prompt_target': 'Direction', 'actual': 'blank', 'expected': 'Left'}]",28,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,2,"[{'passed': False, 'mode': 'stages', 'time_spent': 1.32, 'round_number': 1, 'level_number': 28}]",HnzT2Tf26PNZ3Vt5lzsG,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
2,2026-03-04T07:06:59.288000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,2.21,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': 'blank', 'expected': '4'}, {'position': 2, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': 'blank', 'expected': '8'}]",9,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,2,"[{'passed': False, 'mode': 'stages', 'time_spent': 2.22, 'round_number': 1, 'level_number': 9}]",Hx8ITe1ETWm2mYZOSgGq,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:25:31.868000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.36,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.37, 'round_number': 1, 'level_number': 27}]",I7zOKjYbMmttcJokDcep,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
2,2026-03-04T07:04:20.590000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,6.4,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 2, 'hint_type': 'letter', 'card_type': 'letters', 'prompt_target': 'Letter', 'actual': 'g', 'expected': 'C'}]",9,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': True, 'mode': 'stages', 'time_spent': 3.15, 'round_number': 1, 'level_number': 9}, {'passed': True, 'mode': 'stages', 'time_spent': 2.9, 'round_number': 2, 'level_number': 9}, {'passed': False, 'mode': 'stages', 'time_spent': 2.15, 'round_number': 3, 'level_number': 9}]",I9y2PEMGHHUsuIm6ALgv,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
2,2026-03-04T07:06:56.337000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,1.71,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'text', 'card_type': 'colors', 'prompt_target': 'Text', 'actual': 'blank', 'expected': 'Yellow'}, {'position': 2, 'hint_type': 'letter', 'card_type': 'letters', 'prompt_target': 'Letter', 'actual': 'g', 'expected': 'F'}]",9,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,2,"[{'passed': False, 'mode': 'stages', 'time_spent': 1.72, 'round_number': 1, 'level_number': 9}]",IA899bQ1fHTmTWkYd9nV,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:30:03.404000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.35,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.38, 'round_number': 1, 'level_number': 27}]",IGUED6UpLY4dZ4WUc00B,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
2,2026-03-04T07:05:35.666000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,2,[],True,5.75,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,[],9,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,Stage 9,0,"[{'passed': True, 'mode': 'stages', 'time_spent': 2.73, 'round_number': 1, 'level_number': 9}, {'passed': True, 'mode': 'stages', 'time_spent': 3.41, 'round_number': 2, 'level_number': 9}]",IHOcCBUXnkZrYhIOvwrK,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:01:20.737000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,2,[],True,6.71,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,[],6,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,Stage 6,0,"[{'passed': True, 'mode': 'stages', 'time_spent': 4.72, 'round_number': 1, 'level_number': 6}, {'passed': True, 'mode': 'stages', 'time_spent': 2.57, 'round_number': 2, 'level_number': 6}]",IHgBJOGLvpAhLbG5l7ZS,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
2,2026-03-04T06:57:19.319000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,1.55,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'letter', 'card_type': 'letters', 'prompt_target': 'Letter', 'actual': 'blank', 'expected': 'M'}, {'position': 2, 'hint_type': 'letter', 'card_type': 'letters', 'prompt_target': 'Letter', 'actual': 'blank', 'expected': 'H'}]",3,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,2,"[{'passed': False, 'mode': 'stages', 'time_spent': 1.57, 'round_number': 1, 'level_number': 3}]",IILhJZgEqh89pVAmWMJt,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:16:24.402000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.35,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'text', 'card_type': 'colors', 'prompt_target': 'Text', 'actual': 'b', 'expected': 'Yellow'}]",7,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.36, 'round_number': 1, 'level_number': 7}]",IK6QPu4IWyBOgcSAt8xI,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:16:20.114000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.3,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'text', 'card_type': 'colors', 'prompt_target': 'Text', 'actual': 'b', 'expected': 'Yellow'}]",7,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.34, 'round_number': 1, 'level_number': 7}]",IWXEer6ONlKaQkA17qY4,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:16:54.074000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.79,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'direction', 'card_type': 'directions', 'prompt_target': 'Direction', 'actual': '↑', 'expected': 'Down'}]",6,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': True, 'mode': 'stages', 'time_spent': 1.21, 'round_number': 1, 'level_number': 6}, {'passed': True, 'mode': 'stages', 'time_spent': 1.13, 'round_number': 2, 'level_number': 6}, {'passed': False, 'mode': 'stages', 'time_spent': 0.29, 'round_number': 3, 'level_number': 6}]",IYGQxeWj2PmvYDTqudM9,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:27:33.803000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.4,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.41, 'round_number': 1, 'level_number': 27}]",IZpVS4L9AeWVQnVkskou,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:28:27.404000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.36,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'NW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.38, 'round_number': 1, 'level_number': 27}]",IaADDK0pfGImy2WYx4OF,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:26:40.875000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'NE'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.34, 'round_number': 1, 'level_number': 27}]",IapNa6IBl54X9KDWA9sX,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:25:58.420000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.41,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '↓', 'expected': 'NE'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.43, 'round_number': 1, 'level_number': 27}]",IbOkCWztNCrjQZU6LduY,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:01:39.256000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,4,[],True,1.59,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,[],6,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,Stage 6,0,"[{'passed': True, 'mode': 'stages', 'time_spent': 1.47, 'round_number': 1, 'level_number': 6}, {'passed': True, 'mode': 'stages', 'time_spent': 1.42, 'round_number': 2, 'level_number': 6}]",IvcdQBuDYq7IeEUa0w0H,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
2,2026-03-04T07:22:47.059000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,2.75,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'direction', 'card_type': 'directions', 'prompt_target': 'Direction', 'actual': '↓→', 'expected': 'Down'}, {'position': 2, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': 'blank', 'expected': 'SE'}]",28,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,2,"[{'passed': False, 'mode': 'stages', 'time_spent': 2.77, 'round_number': 1, 'level_number': 28}]",IxXywffod3PsJPq5DFTK,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
2,2026-03-04T06:57:14.877000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'letter', 'card_type': 'letters', 'prompt_target': 'Letter', 'actual': 'blank', 'expected': 'M'}, {'position': 2, 'hint_type': 'letter', 'card_type': 'letters', 'prompt_target': 'Letter', 'actual': 'blank', 'expected': 'J'}]",3,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,2,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.35, 'round_number': 1, 'level_number': 3}]",J4Is6vBnVSSnKjqldZDN,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:21:08.406000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,2,"[""misleadColors"", ""misleadChance""]",True,6.34,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,[],22,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,Stage 22,0,"[{'passed': True, 'mode': 'stages', 'time_spent': 3.28, 'round_number': 1, 'level_number': 22}, {'passed': True, 'mode': 'stages', 'time_spent': 2.96, 'round_number': 2, 'level_number': 22}]",J57FxKmMekKYDo1wiZuF,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
3,2026-03-04T07:09:54.160000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,2.41,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 3, 'hint_type': 'text', 'card_type': 'colors', 'prompt_target': 'Text', 'actual': 'm', 'expected': 'Red'}]",10,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 2.42, 'round_number': 1, 'level_number': 10}]",J6uSigHJh3znROX4EFYN,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:29:26.788000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.41,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.42, 'round_number': 1, 'level_number': 27}]",J7Ztg06KBW4fpDaZHuDY,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:28:29.883000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.35,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.4, 'round_number': 1, 'level_number': 27}]",J8xYLJLRASC9p5iL8cJN,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:25:00.051000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.32, 'round_number': 1, 'level_number': 27}]",JBgrLNJHhl94WeS1i7c2,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:25:38.075000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.41,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'NE'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.44, 'round_number': 1, 'level_number': 27}]",JPKATcvVeq7vp0uj6Fl1,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:25:28.372000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.36,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'NW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.4, 'round_number': 1, 'level_number': 27}]",JRmTSa8HqKn5Yss28SZM,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:25:45.355000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.35,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.41, 'round_number': 1, 'level_number': 27}]",JV3DqRcBnpmn6arUkrtS,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:25:11.530000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.61,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'NW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': True, 'mode': 'stages', 'time_spent': 1.21, 'round_number': 1, 'level_number': 27}, {'passed': False, 'mode': 'stages', 'time_spent': 0.32, 'round_number': 2, 'level_number': 27}]",JhOazqIJR7s2q6f6735N,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
1,2026-03-04T07:23:16.683000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.65,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '←↑', 'expected': 'NE'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.69, 'round_number': 1, 'level_number': 27}]",Ji6c3zcA0D0BZJDNo0Hd,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
2,2026-03-04T07:31:14.436000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,1.56,2026.03.0,c279936d-c6f6-48e3-be55-1ec08713531c,"[{'position': 1, 'hint_type': 'direction', 'card_type': 'directions', 'prompt_target': 'Direction', 'actual': '↓↑', 'expected': 'Down'}, {'position': 2, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→', 'expected': 'NE'}]",28,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,2,"[{'passed': False, 'mode': 'stages', 'time_spent': 1.59, 'round_number': 1, 'level_number': 28}]",Jm37NTSX6nTxuzXGotTB,0xmV5Tclf4oSp0JdtTkJ,serve.gamejolt.net
